doid	cui
DOID:10655	UMLS:C0940607
DOID:10656	UMLS:C1333092
DOID:10657	UMLS:C1333094
DOID:1066	UMLS:C0154944
DOID:10660	UMLS:C1334673
DOID:10661	UMLS:C1334653
DOID:1067	UMLS:C0017612
DOID:10686	UMLS:C0152243
DOID:10688	UMLS:C0020565
DOID:10690	UMLS:C0024894
DOID:10691	UMLS:C0156321
DOID:10697	UMLS:C0154774
DOID:10699	UMLS:C0030424
DOID:1070	UMLS:C0339573
DOID:10718	UMLS:C0017536
DOID:10719	UMLS:C0154138
DOID:1073	UMLS:C0020544
DOID:1074	UMLS:C0035078
DOID:10742	UMLS:C0007788
DOID:10744	UMLS:C0346866
DOID:10747	UMLS:C0152271
DOID:10754	UMLS:C0029882
DOID:10755	UMLS:C0155448
DOID:10755	UMLS:C0155449
DOID:10755	UMLS:C0155450
DOID:1076	UMLS:C0085697
DOID:10762	UMLS:C0020541
DOID:10763	UMLS:C0020538
DOID:10772	UMLS:C0034155
DOID:10773	UMLS:C0282312
DOID:10778	UMLS:C0155689
DOID:10779	UMLS:C0155690
DOID:10780	UMLS:C0152264
DOID:10782	UMLS:C0025469
DOID:10783	UMLS:C0025637
DOID:10787	UMLS:C0025322
DOID:1079	UMLS:C0036850
DOID:10790	UMLS:C0008683
DOID:10791	UMLS:C0016735
DOID:10792	UMLS:C0008698
DOID:10793	UMLS:C0008712
DOID:10794	UMLS:C0037886
DOID:1080	UMLS:C0016085
DOID:10802	UMLS:C0153193
DOID:10808	UMLS:C0038358
DOID:1081	UMLS:C0024759
DOID:10810	UMLS:C0158321
DOID:10811	UMLS:C0728864
DOID:10812	UMLS:C1334923
DOID:10813	UMLS:C1334921
DOID:10816	UMLS:C0278804
DOID:10817	UMLS:C0036913
DOID:1082	UMLS:C0012602
DOID:10823	UMLS:C0024588
DOID:10824	UMLS:C0020540
DOID:10825	UMLS:C0085580
DOID:10834	UMLS:C0042979
DOID:10835	UMLS:C0156315
DOID:10841	UMLS:C0153065
DOID:10842	UMLS:C0153066
DOID:10843	UMLS:C0153064
DOID:10844	UMLS:C0014057
DOID:10845	UMLS:C0014060
DOID:10846	UMLS:C0267367
DOID:10849	UMLS:C0036908
DOID:1085	UMLS:C0152096
DOID:10852	UMLS:C0155492
DOID:10854	UMLS:C0029773
DOID:10863	UMLS:C0152221
DOID:10864	UMLS:C0271370
DOID:10865	UMLS:C0271355
DOID:10866	UMLS:C0271371
DOID:10871	UMLS:C0242383
DOID:10873	UMLS:C0271084
DOID:1088	UMLS:C0025299
DOID:10880	UMLS:C0155772
DOID:10881	UMLS:C0018572
DOID:10882	UMLS:C0032238
DOID:10883	UMLS:C0019338
DOID:10887	UMLS:C0023348
DOID:1089	UMLS:C0080178
DOID:10892	UMLS:C0848558
DOID:10907	UMLS:C0025958
DOID:10908	UMLS:C0020255
DOID:1091	UMLS:C0040435
DOID:10913	UMLS:C0155583
DOID:10914	UMLS:C0002622
DOID:10914	UMLS:C0002625
DOID:10915	UMLS:C0349464
DOID:10919	UMLS:C0040630
DOID:10921	UMLS:C0549160
DOID:10923	UMLS:C0002895
DOID:10923	UMLS:C0019034
DOID:10927	UMLS:C0156042
DOID:10930	UMLS:C0006012
DOID:10931	UMLS:C0011548
DOID:10932	UMLS:C0009595
DOID:10933	UMLS:C0028768
DOID:10934	UMLS:C0026773
DOID:10935	UMLS:C0012746
DOID:10935	UMLS:C0041857
DOID:10936	UMLS:C0036339
DOID:10937	UMLS:C0021122
DOID:10938	UMLS:C0030477
DOID:10939	UMLS:C0003431
DOID:1094	UMLS:C0041671
DOID:1094	UMLS:C0154629
DOID:10941	UMLS:C0007766
DOID:10944	UMLS:C0040409
DOID:10952	UMLS:C0027697
DOID:10955	UMLS:C0038463
DOID:10963	UMLS:C0155489
DOID:10964	UMLS:C0008374
DOID:10964	UMLS:C0155490
DOID:10965	UMLS:C0023882
DOID:10965	UMLS:C0154695
DOID:10966	UMLS:C0027721
DOID:10967	UMLS:C0270805
DOID:10968	UMLS:C0154698
DOID:10969	UMLS:C0392550
DOID:10970	UMLS:C0154697
DOID:10971	UMLS:C0156327
DOID:10972	UMLS:C0036133
DOID:10973	UMLS:C0269038
DOID:10974	UMLS:C0029051
DOID:10976	UMLS:C0017665
DOID:1098	UMLS:C0014761
DOID:10983	UMLS:C0027706
DOID:10986	UMLS:C0012624
DOID:10989	UMLS:C0042370
DOID:1099	UMLS:C0002312
DOID:10991	UMLS:C0751739
DOID:10992	UMLS:C0014077
DOID:10997	UMLS:C0271163
DOID:110	UMLS:C0023308
DOID:1100	UMLS:C0029928
DOID:11014	UMLS:C0156183
DOID:11028	UMLS:C0155161
DOID:11029	UMLS:C0152255
DOID:11030	UMLS:C0010037
DOID:11031	UMLS:C0155111
DOID:11032	UMLS:C0155110
DOID:11033	UMLS:C0155109
DOID:11034	UMLS:C0474442
DOID:11036	UMLS:C0341694
DOID:11037	UMLS:C0236795
DOID:11038	UMLS:C0683416
DOID:11042	UMLS:C0015773
DOID:11044	UMLS:C0265706
DOID:11049	UMLS:C0025048
DOID:11054	UMLS:C0005684
DOID:11054	UMLS:C0005695
DOID:11055	UMLS:C0030636
DOID:1106	UMLS:C1333459
DOID:11060	UMLS:C0032046
DOID:1107	UMLS:C0152018
DOID:11077	UMLS:C0006309
DOID:11079	UMLS:C0019575
DOID:1108	UMLS:C1333460
DOID:11080	UMLS:C0027030
DOID:11086	UMLS:C0008512
DOID:11088	UMLS:C0004045
DOID:11100	UMLS:C0034362
DOID:11101	UMLS:C0040830
DOID:11102	UMLS:C0004771
DOID:11103	UMLS:C0035597
DOID:11104	UMLS:C0038041
DOID:11105	UMLS:C0311338
DOID:11111	UMLS:C0020295
DOID:11119	UMLS:C0040517
DOID:11120	UMLS:C0154466
DOID:11121	UMLS:C0034103
DOID:11123	UMLS:C0034152
DOID:11125	UMLS:C0235604
DOID:11126	UMLS:C0154301
DOID:11129	UMLS:C0155487
DOID:11130	UMLS:C0155616
DOID:11133	UMLS:C1443972
DOID:11134	UMLS:C0155231
DOID:1114	UMLS:C1333466
DOID:11148	UMLS:C0154968
DOID:11149	UMLS:C1135189
DOID:1115	UMLS:C0153519
DOID:11151	UMLS:C0947622
DOID:11153	UMLS:C0162423
DOID:11155	UMLS:C0020620
DOID:11156	UMLS:C0003028
DOID:1116	UMLS:C0006015
DOID:11161	UMLS:C0521648
DOID:11162	UMLS:C0264490
DOID:11164	UMLS:C0155120
DOID:11165	UMLS:C0043037
DOID:11168	UMLS:C0009663
DOID:11168	UMLS:C0554632
DOID:11175	UMLS:C0014306
DOID:11177	UMLS:C0152197
DOID:11180	UMLS:C0271446
DOID:11181	UMLS:C0155421
DOID:11184	UMLS:C0029668
DOID:11186	UMLS:C0153285
DOID:11189	UMLS:C0034100
DOID:11190	UMLS:C0155144
DOID:11193	UMLS:C0039075
DOID:11195	UMLS:C0155817
DOID:11197	UMLS:C0155142
DOID:11198	UMLS:C0012236
DOID:11199	UMLS:C0020626
DOID:112	UMLS:C0155789
DOID:112	UMLS:C0155791
DOID:112	UMLS:C0155792
DOID:11200	UMLS:C1333147
DOID:11201	UMLS:C0030517
DOID:11202	UMLS:C0221002
DOID:11202	UMLS:C0271846
DOID:11203	UMLS:C0001309
DOID:11204	UMLS:C0009766
DOID:11206	UMLS:C0029095
DOID:11211	UMLS:C0311251
DOID:11212	UMLS:C0020302
DOID:11213	UMLS:C1313983
DOID:11217	UMLS:C0395849
DOID:11219	UMLS:C0155143
DOID:11223	UMLS:C0156164
DOID:11227	UMLS:C0009765
DOID:1123	UMLS:C0949691
DOID:11230	UMLS:C0155256
DOID:11231	UMLS:C0155257
DOID:11232	UMLS:C0155258
DOID:11233	UMLS:C0155259
DOID:11234	UMLS:C0149507
DOID:11235	UMLS:C0155478
DOID:11239	UMLS:C0496779
DOID:11240	UMLS:C0003614
DOID:11241	UMLS:C1332328
DOID:11242	UMLS:C0272153
DOID:11243	UMLS:C0158996
DOID:11244	UMLS:C0002891
DOID:11245	UMLS:C0158997
DOID:11246	UMLS:C0158992
DOID:11247	UMLS:C0012739
DOID:11249	UMLS:C0042880
DOID:11252	UMLS:C0085576
DOID:11254	UMLS:C0006181
DOID:11256	UMLS:C0041471
DOID:11256	UMLS:C0041472
DOID:11256	UMLS:C0041473
DOID:11257	UMLS:C0031572
DOID:11258	UMLS:C0007361
DOID:11260	UMLS:C0034494
DOID:11262	UMLS:C0029291
DOID:11265	UMLS:C0040592
DOID:11265	UMLS:C0153107
DOID:11265	UMLS:C0153108
DOID:11266	UMLS:C0019101
DOID:11267	UMLS:C0152455
DOID:11269	UMLS:C0392492
DOID:11277	UMLS:C0342127
DOID:11282	UMLS:C0152131
DOID:11283	UMLS:C0154888
DOID:11285	UMLS:C0040197
DOID:11289	UMLS:C0155891
DOID:1129	UMLS:C0032001
DOID:11294	UMLS:C0334533
DOID:11295	UMLS:C0154834
DOID:11299	UMLS:C0155724
DOID:1130	UMLS:C0342405
DOID:11302	UMLS:C0546996
DOID:11312	UMLS:C0155700
DOID:11315	UMLS:C0153270
DOID:11316	UMLS:C0153278
DOID:11320	UMLS:C0022810
DOID:11328	UMLS:C0036358
DOID:11329	UMLS:C0001860
DOID:11330	UMLS:C0014733
DOID:11335	UMLS:C0036202
DOID:11336	UMLS:C0035468
DOID:11337	UMLS:C0027537
DOID:11338	UMLS:C0039614
DOID:11339	UMLS:C1535939
DOID:1134	UMLS:C0017572
DOID:1134	UMLS:C0266916
DOID:1134	UMLS:C1456171
DOID:1134	UMLS:C1456172
DOID:1134	UMLS:C1456173
DOID:11342	UMLS:C0003742
DOID:11343	UMLS:C0036412
DOID:11353	UMLS:C0156273
DOID:11354	UMLS:C0156265
DOID:11355	UMLS:C0005683
DOID:11360	UMLS:C0030372
DOID:11364	UMLS:C0023316
DOID:11367	UMLS:C0152422
DOID:11371	UMLS:C0156173
DOID:11372	UMLS:C0025160
DOID:11374	UMLS:C0152167
DOID:11379	UMLS:C0018013
DOID:1138	UMLS:C0347515
DOID:11382	UMLS:C0085109
DOID:11383	UMLS:C0010417
DOID:11385	UMLS:C0236826
DOID:11387	UMLS:C0270629
DOID:11389	UMLS:C0038539
DOID:11390	UMLS:C0007773
DOID:11394	UMLS:C0035222
DOID:11396	UMLS:C0034063
DOID:114	UMLS:C0018799
DOID:1140	UMLS:C1334264
DOID:11400	UMLS:C0034186
DOID:11401	UMLS:C0034188
DOID:11405	UMLS:C0010153
DOID:11406	UMLS:C0008526
DOID:1142	UMLS:C0152207
DOID:11424	UMLS:C0014177
DOID:11427	UMLS:C0269106
DOID:11428	UMLS:C0156347
DOID:11429	UMLS:C0156345
DOID:1143	UMLS:C0015310
DOID:11430	UMLS:C0156348
DOID:11431	UMLS:C0156346
DOID:11432	UMLS:C0156344
DOID:11446	UMLS:C0149940
DOID:11452	UMLS:C0158976
DOID:11457	UMLS:C0009592
DOID:11459	UMLS:C0033845
DOID:11465	UMLS:C0154691
DOID:11472	UMLS:C0153485
DOID:11476	UMLS:C0029456
DOID:1148	UMLS:C0152427
DOID:1148	UMLS:C0220697
DOID:11481	UMLS:C0031048
DOID:11482	UMLS:C0019064
DOID:11486	UMLS:C0019937
DOID:11488	UMLS:C0154690
DOID:11491	UMLS:C0152202
DOID:115	UMLS:C0007177
DOID:11502	UMLS:C0026266
DOID:11502	UMLS:C0158619
DOID:11502	UMLS:C0264774
DOID:11503	UMLS:C0271686
DOID:11504	UMLS:C0259749
DOID:11506	UMLS:C0029888
DOID:11507	UMLS:C0154575
DOID:11512	UMLS:C0019154
DOID:11514	UMLS:C0040412
DOID:11516	UMLS:C0152105
DOID:11518	UMLS:C0155376
DOID:11520	UMLS:C0155596
DOID:11527	UMLS:C0023075
DOID:11541	UMLS:C0155119
DOID:11543	UMLS:C0155091
DOID:11547	UMLS:C0162281
DOID:11549	UMLS:C0001519
DOID:11550	UMLS:C0028866
DOID:11552	UMLS:C0155115
DOID:11554	UMLS:C0544008
DOID:11555	UMLS:C0016781
DOID:11557	UMLS:C0155415
DOID:11558	UMLS:C0155418
DOID:1156	UMLS:C0033802
DOID:1156	UMLS:C0157852
DOID:11561	UMLS:C0152132
DOID:11563	UMLS:C0152026
DOID:11569	UMLS:C0027821
DOID:11572	UMLS:C0025293
DOID:11573	UMLS:C0023860
DOID:11574	UMLS:C0154639
DOID:11577	UMLS:C0392548
DOID:11581	UMLS:C0155080
DOID:11589	UMLS:C0013364
DOID:1159	UMLS:C0013396
DOID:11593	UMLS:C0496828
DOID:11594	UMLS:C0155363
DOID:11595	UMLS:C0155359
DOID:11599	UMLS:C0038994
DOID:116	UMLS:C0346609
DOID:116	UMLS:C0349574
DOID:11603	UMLS:C1449721
DOID:11608	UMLS:C0085438
DOID:11612	UMLS:C0032460
DOID:11613	UMLS:C0206081
DOID:11615	UMLS:C0153600
DOID:11615	UMLS:C0153601
DOID:11623	UMLS:C0011407
DOID:11624	UMLS:C0030849
DOID:11629	UMLS:C1456255
DOID:11633	UMLS:C2940786
DOID:11634	UMLS:C0027145
DOID:11637	UMLS:C0152196
DOID:11638	UMLS:C0033075
DOID:11653	UMLS:C0162280
DOID:11656	UMLS:C0030804
DOID:11656	UMLS:C0157721
DOID:1166	UMLS:C0085574
DOID:1166	UMLS:C0158178
DOID:11661	UMLS:C0155017
DOID:11664	UMLS:C0027719
DOID:11665	UMLS:C0152095
DOID:11668	UMLS:C0155212
DOID:11669	UMLS:C0155213
DOID:11671	UMLS:C0155214
DOID:11678	UMLS:C0029001
DOID:1168	UMLS:C0020473
DOID:1168	UMLS:C0020476
DOID:11684	UMLS:C1321683
DOID:11685	UMLS:C0376117
DOID:11693	UMLS:C0155934
DOID:11695	UMLS:C0155773
DOID:117	UMLS:C0018809
DOID:117	UMLS:C0153500
DOID:11701	UMLS:C0162538
DOID:11702	UMLS:C0013374
DOID:11705	UMLS:C0029791
DOID:1171	UMLS:C0020481
DOID:11712	UMLS:C0011859
DOID:11713	UMLS:C0011875
DOID:11714	UMLS:C0085207
DOID:11716	UMLS:C0362046
DOID:11717	UMLS:C0158981
DOID:11718	UMLS:C0154540
DOID:11719	UMLS:C0270952
DOID:1172	UMLS:C0020480
DOID:11720	UMLS:C0751336
DOID:11721	UMLS:C0017926
DOID:11722	UMLS:C0027126
DOID:11723	UMLS:C0013264
DOID:11724	UMLS:C0686353
DOID:11725	UMLS:C0270972
DOID:11726	UMLS:C0410189
DOID:11727	UMLS:C0238288
DOID:11729	UMLS:C0024198
DOID:11729	UMLS:C0752235
DOID:11736	UMLS:C0341004
DOID:11746	UMLS:C0153581
DOID:11747	UMLS:C0153577
DOID:11747	UMLS:C0153584
DOID:11748	UMLS:C0346867
DOID:11750	UMLS:C0275742
DOID:11752	UMLS:C0154773
DOID:11754	UMLS:C0271001
DOID:11755	UMLS:C0701818
DOID:11758	UMLS:C0029810
DOID:11759	UMLS:C0002884
DOID:1176	UMLS:C0006261
DOID:11760	UMLS:C0158444
DOID:11766	UMLS:C0154788
DOID:11771	UMLS:C0271384
DOID:11772	UMLS:C0152458
DOID:11776	UMLS:C0154789
DOID:11781	UMLS:C0152193
DOID:11782	UMLS:C0004106
DOID:11783	UMLS:C0155488
DOID:11786	UMLS:C1260402
DOID:11787	UMLS:C0398661
DOID:11793	UMLS:C0155102
DOID:11797	UMLS:C0155836
DOID:118	UMLS:C0031039
DOID:11801	UMLS:C0033677
DOID:11809	UMLS:C0153613
DOID:11811	UMLS:C0153612
DOID:11812	UMLS:C0349666
DOID:11813	UMLS:C0496826
DOID:11814	UMLS:C0153611
DOID:11816	UMLS:C0155366
DOID:11817	UMLS:C0153615
DOID:11818	UMLS:C0153614
DOID:11819	UMLS:C0153619
DOID:11820	UMLS:C0496827
DOID:11821	UMLS:C1332561
DOID:11823	UMLS:C0019212
DOID:11824	UMLS:C0311284
DOID:11829	UMLS:C0154778
DOID:11830	UMLS:C0027092
DOID:11831	UMLS:C0155320
DOID:11832	UMLS:C0270824
DOID:11836	UMLS:C0009081
DOID:11838	UMLS:C0238352
DOID:11839	UMLS:C0153599
DOID:1184	UMLS:C0027726
DOID:11840	UMLS:C0010073
DOID:11843	UMLS:C0158623
DOID:11847	UMLS:C0010072
DOID:11850	UMLS:C0155000
DOID:11851	UMLS:C0021192
DOID:11853	UMLS:C0152206
DOID:11864	UMLS:C0339394
DOID:11868	UMLS:C0152272
DOID:1187	UMLS:C0751932
DOID:11870	UMLS:C0236642
DOID:11871	UMLS:C0155076
DOID:11874	UMLS:C0155019
DOID:11875	UMLS:C0038364
DOID:1188	UMLS:C0494491
DOID:11885	UMLS:C0041955
DOID:11887	UMLS:C1336875
DOID:11888	UMLS:C1336877
DOID:11889	UMLS:C0024621
DOID:119	UMLS:C0042237
DOID:119	UMLS:C0042258
DOID:11905	UMLS:C0496814
DOID:11907	UMLS:C0013568
DOID:11914	UMLS:C0152020
DOID:11917	UMLS:C0011638
DOID:1192	UMLS:C0031118
DOID:1192	UMLS:C0206727
DOID:11920	UMLS:C0153489
DOID:11934	UMLS:C0018671
DOID:11949	UMLS:C0022336
DOID:1195	UMLS:C0238309
DOID:11963	UMLS:C0014868
DOID:11968	UMLS:C0156409
DOID:11971	UMLS:C0039093
DOID:11975	UMLS:C0155299
DOID:11976	UMLS:C0006057
DOID:11981	UMLS:C0028756
DOID:11983	UMLS:C0032897
DOID:11984	UMLS:C0007194
DOID:11984	UMLS:C0949658
DOID:11988	UMLS:C0155162
DOID:11990	UMLS:C0152941
DOID:11991	UMLS:C0029455
DOID:11994	UMLS:C0156312
DOID:11996	UMLS:C0037856
DOID:11997	UMLS:C0037859
DOID:120	UMLS:C0017416
DOID:120	UMLS:C0153585
DOID:120	UMLS:C0699889
DOID:12001	UMLS:C1336773
DOID:12002	UMLS:C1336774
DOID:12003	UMLS:C0345946
DOID:1201	UMLS:C1263897
DOID:12010	UMLS:C0155305
DOID:12016	UMLS:C0153635
DOID:12016	UMLS:C1263886
DOID:12028	UMLS:C1384514
DOID:12029	UMLS:C0029077
DOID:1203	UMLS:C0154325
DOID:12030	UMLS:C0030343
DOID:12043	UMLS:C0270204
DOID:1205	UMLS:C0020517
DOID:12053	UMLS:C0010414
DOID:12055	UMLS:C0154648
DOID:1206	UMLS:C0035372
DOID:12064	UMLS:C1334674
DOID:12070	UMLS:C1135229
DOID:12072	UMLS:C0152163
DOID:12084	UMLS:C0158007
DOID:12087	UMLS:C0155095
DOID:1209	UMLS:C0155302
DOID:12096	UMLS:C0152062
DOID:12098	UMLS:C0040997
DOID:121	UMLS:C0042251
DOID:1210	UMLS:C0029134
DOID:12105	UMLS:C0021396
DOID:12108	UMLS:C0344289
DOID:12117	UMLS:C0155912
DOID:12118	UMLS:C0020807
DOID:12119	UMLS:C0019114
DOID:12120	UMLS:C0034050
DOID:12123	UMLS:C0175999
DOID:12124	UMLS:C0155351
DOID:12125	UMLS:C0155084
DOID:12128	UMLS:C0031873
DOID:12129	UMLS:C0006370
DOID:12132	UMLS:C3495801
DOID:12134	UMLS:C0019069
DOID:12139	UMLS:C0013415
DOID:1214	UMLS:C0155477
DOID:12140	UMLS:C0007932
DOID:12143	UMLS:C0005697
DOID:12144	UMLS:C0489967
DOID:12145	UMLS:C0341747
DOID:12148	UMLS:C0152069
DOID:12155	UMLS:C0024266
DOID:12155	UMLS:C0153014
DOID:12156	UMLS:C0003708
DOID:12157	UMLS:C0025290
DOID:12161	UMLS:C1320640
DOID:12162	UMLS:C0154858
DOID:12163	UMLS:C0154857
DOID:12164	UMLS:C0154855
DOID:12165	UMLS:C0154856
DOID:12166	UMLS:C0154854
DOID:12167	UMLS:C0154859
DOID:12168	UMLS:C1288279
DOID:12169	UMLS:C0007286
DOID:1217	UMLS:C0015655
DOID:12170	UMLS:C0154744
DOID:12171	UMLS:C0748226
DOID:12175	UMLS:C0152077
DOID:12176	UMLS:C0018021
DOID:12177	UMLS:C0009447
DOID:12179	UMLS:C0546826
DOID:1218	UMLS:C0013514
DOID:12185	UMLS:C0029696
DOID:1219	UMLS:C0012102
DOID:12190	UMLS:C0153435
DOID:12191	UMLS:C0153440
DOID:12192	UMLS:C0153436
DOID:12196	UMLS:C0155074
DOID:12197	UMLS:C0259799
DOID:12205	UMLS:C0011311
DOID:12206	UMLS:C0019100
DOID:12211	UMLS:C0013884
DOID:12215	UMLS:C0079924
DOID:12217	UMLS:C0752347
DOID:1222	UMLS:C0007302
DOID:12223	UMLS:C0158332
DOID:12225	UMLS:C0878705
DOID:12234	UMLS:C0267183
DOID:12236	UMLS:C0008312
DOID:12236	UMLS:C0023892
DOID:12237	UMLS:C0005403
DOID:12239	UMLS:C1412037
DOID:12241	UMLS:C0005283
DOID:12246	UMLS:C0153277
DOID:12253	UMLS:C0349644
DOID:12257	UMLS:C0154206
DOID:12259	UMLS:C0008533
DOID:12265	UMLS:C0156328
DOID:1227	UMLS:C0027947
DOID:12270	UMLS:C0009363
DOID:12271	UMLS:C0003076
DOID:12273	UMLS:C0003081
DOID:12275	UMLS:C0012555
DOID:12276	UMLS:C0153595
DOID:12282	UMLS:C0265066
DOID:12286	UMLS:C1336711
DOID:12287	UMLS:C0019099
DOID:1229	UMLS:C0036349
DOID:1229	UMLS:C0154354
DOID:1229	UMLS:C0270398
DOID:12294	UMLS:C0154437
DOID:12297	UMLS:C0042170
DOID:12298	UMLS:C0546835
DOID:12304	UMLS:C0155163
DOID:12305	UMLS:C0021171
DOID:12306	UMLS:C0042900
DOID:12307	UMLS:C0155104
DOID:12308	UMLS:C0022350
DOID:12309	UMLS:C0042111
DOID:12311	UMLS:C0155105
DOID:12318	UMLS:C0018179
DOID:12323	UMLS:C0694548
DOID:12325	UMLS:C0152102
DOID:12326	UMLS:C0155673
DOID:12328	UMLS:C0086588
DOID:1233	UMLS:C0040774
DOID:12332	UMLS:C0018931
DOID:12333	UMLS:C0156316
DOID:12335	UMLS:C0042374
DOID:12336	UMLS:C0021364
DOID:12337	UMLS:C0042341
DOID:12339	UMLS:C1335779
DOID:1234	UMLS:C0029825
DOID:1234	UMLS:C0154467
DOID:1234	UMLS:C0236802
DOID:12341	UMLS:C0585129
DOID:12342	UMLS:C0948749
DOID:12347	UMLS:C0023931
DOID:12347	UMLS:C0029434
DOID:12349	UMLS:C0154782
DOID:1235	UMLS:C0015957
DOID:12351	UMLS:C0001306
DOID:12355	UMLS:C0156291
DOID:12357	UMLS:C0155508
DOID:12358	UMLS:C0155434
DOID:12359	UMLS:C0155264
DOID:12360	UMLS:C0155272
DOID:12361	UMLS:C0018213
DOID:12362	UMLS:C0155265
DOID:12363	UMLS:C0155270
DOID:12364	UMLS:C0155271
DOID:12365	UMLS:C0024530
DOID:12369	UMLS:C0238502
DOID:1237	UMLS:C0155118
DOID:12375	UMLS:C0006285
DOID:12376	UMLS:C0152109
DOID:12376	UMLS:C0700595
DOID:12377	UMLS:C0026847
DOID:12382	UMLS:C0085417
DOID:12384	UMLS:C0013369
DOID:12385	UMLS:C0013371
DOID:12385	UMLS:C0302358
DOID:12385	UMLS:C0302359
DOID:12385	UMLS:C0302360
DOID:12385	UMLS:C0302361
DOID:12386	UMLS:C0004692
DOID:12387	UMLS:C0162283
DOID:12388	UMLS:C0687720
DOID:12395	UMLS:C0155190
DOID:12397	UMLS:C0014390
DOID:12399	UMLS:C0030662
DOID:1240	UMLS:C0023418
DOID:12400	UMLS:C0022734
DOID:12401	UMLS:C0021776
DOID:12401	UMLS:C0152183
DOID:12402	UMLS:C0016142
DOID:12403	UMLS:C0040259
DOID:1241	UMLS:C0154806
DOID:1242	UMLS:C0154780
DOID:12424	UMLS:C0701822
DOID:1243	UMLS:C0496815
DOID:12445	UMLS:C0702143
DOID:12449	UMLS:C0002874
DOID:1245	UMLS:C0042995
DOID:1245	UMLS:C0375071
DOID:12450	UMLS:C0030312
DOID:12451	UMLS:C0038732
DOID:12465	UMLS:C0271847
DOID:12466	UMLS:C0020503
DOID:1247	UMLS:C0005779
DOID:12474	UMLS:C0006897
DOID:12475	UMLS:C0158314
DOID:1248	UMLS:C0155169
DOID:12491	UMLS:C0152179
DOID:125	UMLS:C1336939
DOID:12506	UMLS:C0376175
DOID:1251	UMLS:C0152814
DOID:12510	UMLS:C0162291
DOID:12514	UMLS:C0035321
DOID:1252	UMLS:C0040954
DOID:12522	UMLS:C0004681
DOID:12524	UMLS:C0154752
DOID:12526	UMLS:C0039319
DOID:12527	UMLS:C0270909
DOID:12528	UMLS:C0154748
DOID:12529	UMLS:C0154751
DOID:12531	UMLS:C0042974
DOID:12537	UMLS:C0158295
DOID:1254	UMLS:C0040948
DOID:12546	UMLS:C0155471
DOID:12549	UMLS:C0019159
DOID:1255	UMLS:C0040947
DOID:12550	UMLS:C0019147
DOID:12554	UMLS:C0019061
DOID:12556	UMLS:C0022672
DOID:12557	UMLS:C0013261
DOID:12558	UMLS:C0162674
DOID:12559	UMLS:C0158447
DOID:12566	UMLS:C0156340
DOID:12570	UMLS:C0152137
DOID:12571	UMLS:C0154959
DOID:12573	UMLS:C0158983
DOID:12574	UMLS:C0042167
DOID:12577	UMLS:C0041972
DOID:12580	UMLS:C0010314
DOID:12581	UMLS:C0263962
DOID:12583	UMLS:C0220704
DOID:12594	UMLS:C0178426
DOID:1260	UMLS:C0030455
DOID:12603	UMLS:C0085669
DOID:12603	UMLS:C1378511
DOID:12637	UMLS:C1456251
DOID:12638	UMLS:C0700639
DOID:12639	UMLS:C0034194
DOID:12641	UMLS:C0158674
DOID:12642	UMLS:C0267725
DOID:12642	UMLS:C0376710
DOID:12642	UMLS:C3489393
DOID:12657	UMLS:C0001163
DOID:12661	UMLS:C0155930
DOID:12662	UMLS:C0030409
DOID:12663	UMLS:C0005716
DOID:12667	UMLS:C0005461
DOID:12668	UMLS:C0155010
DOID:12678	UMLS:C0020437
DOID:12679	UMLS:C0027709
DOID:12680	UMLS:C0033790
DOID:12683	UMLS:C0751908
DOID:12685	UMLS:C0236827
DOID:12689	UMLS:C0027859
DOID:12697	UMLS:C0023944
DOID:12698	UMLS:C0018418
DOID:127	UMLS:C0023267
DOID:1270	UMLS:C0039445
DOID:12700	UMLS:C0008043
DOID:12700	UMLS:C0020514
DOID:12704	UMLS:C0004135
DOID:12705	UMLS:C0016719
DOID:12707	UMLS:C0007761
DOID:1271	UMLS:C0155765
DOID:12711	UMLS:C0031898
DOID:12711	UMLS:C0153249
DOID:12712	UMLS:C0687120
DOID:12714	UMLS:C0013903
DOID:12716	UMLS:C0020192
DOID:12718	UMLS:C0153208
DOID:1272	UMLS:C0039446
DOID:12720	UMLS:C0007775
DOID:12721	UMLS:C0026760
DOID:1273	UMLS:C0035235
DOID:12731	UMLS:C0030593
DOID:12732	UMLS:C0042166
DOID:12733	UMLS:C0020441
DOID:12735	UMLS:C0495094
DOID:12750	UMLS:C0343398
DOID:12753	UMLS:C0152440
DOID:12756	UMLS:C0153631
DOID:12759	UMLS:C0008523
DOID:12759	UMLS:C0153630
DOID:1278	UMLS:C0040381
DOID:12782	UMLS:C0155196
DOID:12783	UMLS:C0338480
DOID:12785	UMLS:C0271680
DOID:1279	UMLS:C0028850
DOID:12797	UMLS:C0018526
DOID:12798	UMLS:C0026703
DOID:12799	UMLS:C0026705
DOID:12800	UMLS:C0026709
DOID:12801	UMLS:C0026706
DOID:12801	UMLS:C0086647
DOID:12801	UMLS:C0086648
DOID:12802	UMLS:C0023786
DOID:12803	UMLS:C0085132
DOID:12804	UMLS:C0026707
DOID:12804	UMLS:C0086651
DOID:12809	UMLS:C1300133
DOID:1283	UMLS:C0205792
DOID:12835	UMLS:C0034372
DOID:12836	UMLS:C0155188
DOID:12837	UMLS:C0040127
DOID:1284	UMLS:C0029801
DOID:12841	UMLS:C0002831
DOID:12842	UMLS:C0018378
